sn,_date,index_value,absolute_change,percentage_change
293,2020/02/25,"1,118.62",46.51,4.3384%
294,2020/02/24,"1,072.11",-11.58,-1.0685%
295,2020/02/23,"1,083.69",33.75,3.2142%
296,2020/02/20,"1,049.94",13.92,1.3431%
297,2020/02/19,"1,036.02",4.81,0.4661%
298,2020/02/18,"1,031.22",-17.62,-1.68%
299,2020/02/17,"1,048.84",32.18,3.1649%
300,2020/02/16,"1,016.66",9.45,0.9383%
301,2020/02/13,"1,007.21",-3.47,-0.3435%
302,2020/02/12,"1,010.68",-6.99,-0.687%
303,2020/02/11,"1,017.67",9.89,0.9814%
304,2020/02/10,"1,007.78",-5.21,-0.5142%
305,2020/02/09,"1,012.99",-8.34,-0.8162%
306,2020/02/06,"1,021.33",-8.83,-0.8571%
307,2020/02/05,"1,030.16",-6.12,-0.591%
308,2020/02/04,"1,036.28",-16.48,-1.5657%
309,2020/02/03,"1,052.76",48.44,4.8235%
310,2020/02/02,"1,004.32",3.09,0.3082%
311,2020/01/30,"1,001.23",9.66,0.9746%
312,2020/01/29,991.57,-7.13,-0.7139%
313,2020/01/28,998.70,-8.21,-0.815%
314,2020/01/27,"1,006.91",19.51,1.9758%
315,2020/01/26,987.40,-18.96,-1.8836%
316,2020/01/23,"1,006.35",-15.52,-1.5183%
317,2020/01/22,"1,021.87",-15.93,-1.5349%
318,2020/01/21,"1,037.80",-0.76,-0.0735%
319,2020/01/20,"1,038.56",-42.22,-3.9062%
320,2020/01/19,"1,080.78",45.46,4.3906%
321,2020/01/16,"1,035.32",7.97,0.7761%
322,2020/01/15,"1,027.35",4.29,0.4192%
323,2020/01/14,"1,023.06",-11.35,-1.0976%
324,2020/01/13,"1,034.41",48.70,4.9402%
325,2020/01/12,985.72,31.07,3.2545%
326,2020/01/09,954.65,-1.05,-0.1096%
327,2020/01/08,955.70,-5.21,-0.5419%
328,2020/01/07,960.90,17.55,1.8601%
329,2020/01/06,943.36,0.14,0.0152%
330,2020/01/05,943.21,8.67,0.9281%
331,2020/01/02,934.54,2.24,0.2407%
332,2020/01/01,932.29,0.20,0.0217%
333,2019/12/31,932.09,6.45,0.6972%
334,2019/12/30,925.64,-5.16,-0.5543%
335,2019/12/29,930.80,-5.91,-0.6307%
336,2019/12/26,936.71,-6.47,-0.686%
337,2019/12/25,943.18,-2.73,-0.2887%
338,2019/12/24,945.91,-0.37,-0.0389%
339,2019/12/23,946.27,7.76,0.8269%
340,2019/12/22,938.51,-1.60,-0.1701%
341,2019/12/19,940.11,1.68,0.1785%
342,2019/12/18,938.44,-7.39,-0.7815%
343,2019/12/17,945.83,0.29,0.0311%
344,2019/12/16,945.54,-14.52,-1.5127%
345,2019/12/15,960.06,-16.17,-1.6561%
346,2019/12/12,976.23,28.97,3.0579%
347,2019/12/11,947.26,6.20,0.6584%
348,2019/12/10,941.06,-4.52,-0.4776%
349,2019/12/09,945.58,16.80,1.809%
350,2019/12/08,928.78,-4.64,-0.4968%
351,2019/12/05,933.42,8.73,0.9441%
352,2019/12/04,924.69,3.04,0.3294%
353,2019/12/03,921.65,6.05,0.6605%
354,2019/12/02,915.60,2.18,0.2382%
355,2019/12/01,913.43,1.99,0.2183%
356,2019/11/28,911.44,-5.76,-0.6281%
357,2019/11/27,917.20,7.52,0.8272%
358,2019/11/26,909.67,0.85,0.094%
359,2019/11/25,908.82,1.94,0.2139%
360,2019/11/24,906.88,-7.60,-0.8308%
361,2019/11/21,914.23,-2.44,-0.2666%
362,2019/11/20,916.68,-2.81,-0.3053%
363,2019/11/19,919.48,-1.62,-0.1757%
364,2019/11/18,921.10,-5.89,-0.6353%
365,2019/11/17,926.99,-17.36,-1.8386%
366,2019/11/14,944.36,0.56,0.0595%
367,2019/11/13,943.79,-4.64,-0.4895%
368,2019/11/12,948.44,-6.92,-0.7245%
369,2019/11/11,955.36,12.85,1.3633%
370,2019/11/10,942.51,-7.20,-0.7583%
371,2019/11/07,949.71,-7.23,-0.7554%
372,2019/11/06,956.94,-4.03,-0.4194%
373,2019/11/05,960.97,-3.20,-0.3315%
374,2019/11/04,964.17,17.43,1.8408%
375,2019/11/03,946.74,-2.49,-0.2628%
376,2019/10/31,949.23,-8.55,-0.8924%
377,2019/10/24,957.78,1.57,0.1647%
378,2019/10/23,956.21,16.30,1.7346%
379,2019/10/22,939.90,1.37,0.1464%
380,2019/10/21,938.65,-5.11,-0.5414%
381,2019/10/20,943.79,-2.05,-0.2166%
382,2019/10/17,945.84,3.79,0.4021%
383,2019/10/16,942.05,2.76,0.2934%
384,2019/10/15,939.29,2.55,0.2726%
385,2019/10/14,936.74,-9.07,-0.9586%
386,2019/10/10,945.81,1.12,0.1181%
387,2019/10/03,944.69,7.68,0.8192%
388,2019/10/02,937.02,-7.24,-0.7666%
389,2019/10/01,944.25,5.18,0.5513%
390,2019/09/30,939.08,20.18,2.1966%
391,2019/09/29,918.89,-2.43,-0.2635%
392,2019/09/26,921.32,0.63,0.0684%
393,2019/09/25,920.69,-1.45,-0.1571%
394,2019/09/24,922.14,-9.77,-1.0486%
395,2019/09/23,931.91,-0.68,-0.0727%
396,2019/09/22,932.59,-29.60,-3.0763%
397,2019/09/19,962.19,-13.22,-1.3557%
398,2019/09/18,975.41,11.49,1.1919%
399,2019/09/17,963.93,39.50,4.2733%
400,2019/09/16,924.42,-14.38,-1.5315%
401,2019/09/15,938.80,-16.74,-1.7518%
402,2019/09/12,955.54,-9.34,-0.9683%
403,2019/09/11,964.88,-2.59,-0.2678%
404,2019/09/10,967.47,-8.02,-0.822%
405,2019/09/09,975.49,-8.46,-0.8596%
406,2019/09/08,983.95,-12.92,-1.2959%
407,2019/09/05,996.87,-9.46,-0.9405%
408,2019/09/04,"1,006.33",4.30,0.4291%
409,2019/09/03,"1,002.03",21.93,2.2371%
410,2019/09/02,980.11,-14.74,-1.4814%
411,2019/09/01,994.84,-19.73,-1.9445%
412,2019/08/29,"1,014.57",-3.04,-0.2983%
413,2019/08/28,"1,017.61",-14.46,-1.4006%
414,2019/08/27,"1,032.06",8.05,0.7865%
415,2019/08/26,"1,024.01",-8.88,-0.8593%
416,2019/08/25,"1,032.89",-15.14,-1.445%
417,2019/08/22,"1,048.03",-2.86,-0.2723%
418,2019/08/21,"1,050.89",-2.35,-0.2234%
419,2019/08/20,"1,053.24",-13.28,-1.245%
420,2019/08/19,"1,066.52",1.19,0.1114%
421,2019/08/18,"1,065.34",-18.77,-1.7318%
422,2019/08/15,"1,084.11",-7.95,-0.7275%
423,2019/08/14,"1,092.06",-7.13,-0.6491%
424,2019/08/13,"1,099.19",-1.00,-0.0913%
425,2019/08/12,"1,100.19",-2.52,-0.2281%
426,2019/08/11,"1,102.71",-8.84,-0.7949%
427,2019/08/08,"1,111.55",-31.35,-2.743%
428,2019/08/07,"1,142.90",-20.95,-1.7999%
429,2019/08/06,"1,163.84",-6.83,-0.5834%
430,2019/08/05,"1,170.67",-1.82,-0.1552%
431,2019/08/04,"1,172.49",-10.28,-0.8693%
432,2019/08/01,"1,182.78",-0.83,-0.0705%
433,2019/07/31,"1,183.61",0.17,0.0145%
434,2019/07/30,"1,183.44",3.19,0.2706%
435,2019/07/29,"1,180.25",1.48,0.1258%
436,2019/07/28,"1,178.76",-11.85,-0.9951%
437,2019/07/25,"1,190.61",-21.54,-1.7774%
438,2019/07/24,"1,212.15",2.28,0.1881%
439,2019/07/23,"1,209.88",-2.80,-0.2312%
440,2019/07/22,"1,212.68",5.73,0.4747%
441,2019/07/21,"1,206.95",-9.67,-0.7948%
442,2019/07/18,"1,216.62",-7.58,-0.6194%
443,2019/07/17,"1,224.21",18.73,1.5536%
444,2019/07/16,"1,205.48",1.16,0.0961%
445,2019/07/15,"1,204.32",14.83,1.247%
446,2019/07/14,"1,189.49",0.94,0.0788%
447,2019/07/11,"1,188.55",1.27,0.1065%
448,2019/07/10,"1,187.29",-4.54,-0.3811%
449,2019/07/09,"1,191.83",4.24,0.357%
450,2019/07/08,"1,187.59",2.40,0.2029%
451,2019/07/07,"1,185.18",-3.16,-0.2663%
452,2019/07/04,"1,188.35",-12.51,-1.0419%
453,2019/07/03,"1,200.86",14.94,1.2594%
454,2019/07/02,"1,185.92",6.68,0.5662%
455,2019/07/01,"1,179.25",1.11,0.0945%
456,2019/06/30,"1,178.13",-13.13,-1.1018%
457,2019/06/27,"1,191.26",-2.07,-0.1731%
458,2019/06/26,"1,193.33",-5.71,-0.4762%
459,2019/06/25,"1,199.03",1.02,0.085%
460,2019/06/24,"1,198.02",8.56,0.7193%
461,2019/06/23,"1,189.46",-13.33,-1.1083%
462,2019/06/20,"1,202.79",7.04,0.5887%
463,2019/06/19,"1,195.75",-1.73,-0.1443%
464,2019/06/18,"1,197.48",-1.40,-0.1164%
465,2019/06/17,"1,198.87",8.89,0.7469%
466,2019/06/16,"1,189.99",-10.81,-0.9001%
467,2019/06/13,"1,200.79",-5.93,-0.4911%
468,2019/06/12,"1,206.72",-3.56,-0.2938%
469,2019/06/11,"1,210.28",4.66,0.3868%
470,2019/06/10,"1,205.61",-16.30,-1.33%
471,2019/06/06,"1,221.91",-3.97,-0.3236%
472,2019/06/04,"1,225.88",-7.79,-0.6312%
473,2019/06/03,"1,233.66",-19.04,-1.5197%
474,2019/06/02,"1,252.70",-22.28,-1.7471%
475,2019/05/30,"1,274.97",-5.29,-0.4131%
476,2019/05/29,"1,280.26",27.59,2.2028%
477,2019/05/28,"1,252.67",1.61,0.1291%
478,2019/05/27,"1,251.06",2.88,0.2311%
479,2019/05/26,"1,248.17",-30.71,-2.4013%
480,2019/05/23,"1,278.88",-64.78,-4.8213%
481,2019/05/22,"1,343.66",68.63,5.3824%
482,2019/05/21,"1,275.03",64.60,5.337%
483,2019/05/20,"1,210.43",16.59,1.39%
484,2019/05/19,"1,193.84",3.03,0.2547%
485,2019/05/16,"1,190.81",-1.13,-0.0948%
486,2019/05/15,"1,191.94",-7.26,-0.605%
487,2019/05/14,"1,199.19",2.59,0.2163%
488,2019/05/13,"1,196.60",35.46,3.0539%
489,2019/05/12,"1,161.14",-1.21,-0.1038%
490,2019/05/09,"1,162.35",-3.54,-0.3034%
491,2019/05/08,"1,165.89",-17.20,-1.4537%
492,2019/05/07,"1,183.08",1.37,0.1155%
493,2019/05/06,"1,181.72",3.36,0.2851%
494,2019/05/05,"1,178.36",-53.88,-4.3727%
495,2019/05/02,"1,232.24",-4.50,-0.3642%
496,2019/04/30,"1,236.75",45.49,3.8185%
497,2019/04/29,"1,191.26",-1.50,-0.1258%
498,2019/04/28,"1,192.76",62.58,5.5372%
499,2019/04/25,"1,130.18",5.24,0.466%
500,2019/04/24,"1,124.94",-10.68,-0.9401%
501,2019/04/23,"1,135.61",-4.11,-0.3602%
502,2019/04/22,"1,139.72",-1.88,-0.1645%
503,2019/04/21,"1,141.60",8.87,0.7828%
504,2019/04/18,"1,132.73",-6.14,-0.5392%
505,2019/04/17,"1,138.87",-0.44,-0.0384%
506,2019/04/16,"1,139.31",5.89,0.5194%
507,2019/04/15,"1,133.42",-5.32,-0.4675%
508,2019/04/11,"1,138.74",0.38,0.0331%
509,2019/04/10,"1,138.37",-5.43,-0.4746%
510,2019/04/09,"1,143.80",-6.89,-0.5992%
511,2019/04/08,"1,150.69",0.69,0.0597%
512,2019/04/07,"1,150.00",-2.75,-0.2381%
513,2019/04/04,"1,152.75",-0.83,-0.0717%
514,2019/04/03,"1,153.57",-3.96,-0.3424%
515,2019/04/02,"1,155.63",-3.48,-0.3004%
516,2019/04/01,"1,159.11",2.87,0.248%
517,2019/03/31,"1,156.28",-2.58,-0.2223%
518,2019/03/28,"1,158.85",-0.06,-0.0055%
519,2019/03/27,"1,156.35",-2.65,-0.2289%
520,2019/03/26,"1,159.08",3.22,0.2783%
521,2019/03/25,"1,155.86",-1.76,-0.1519%
522,2019/03/24,"1,157.62",1.00,0.0861%
523,2019/03/21,"1,156.62",-5.18,-0.4456%
524,2019/03/19,"1,162.45",-7.85,-0.671%
525,2019/03/18,"1,170.31",-14.39,-1.215%
526,2019/03/17,"1,184.70",9.10,0.7744%
527,2019/03/14,"1,175.33",4.67,0.3993%
528,2019/03/13,"1,170.65",-21.09,-1.7698%
529,2019/03/12,"1,191.74",32.12,2.7698%
530,2019/03/11,"1,159.62",27.97,2.4712%
531,2019/03/10,"1,132.85",-0.26,-0.023%
532,2019/03/07,"1,133.11",17.04,1.5265%
